高雄市-8,許智傑,民主進步黨
高雄市-8,黃璽文,中國國民黨
高雄市-8,汪婷萱,中華統一促進黨
高雄市-8,陳函谷,時代力量
高雄市-8,張育華,人民民主陣線
高雄市-8,馬凱妮,社會福利黨
高雄市-8,劉義雄,軍公教聯盟黨
高雄市-9,賴瑞隆,民主進步黨
高雄市-9,林宗彥,民國黨
高雄市-9,林國正,中國國民黨
高雄市-9,蔡媽福,中華統一促進黨
新竹縣-1,林為洲,中國國民黨
新竹縣-1,卓恩宗,信心希望聯盟
新竹縣-1,李宗華,軍公教聯盟黨
新竹縣-1,鄭永金,無
新竹縣-1,邱靖雅,民國黨
新竹縣-1,黃秀龍,無
新竹縣-1,范振揆,中華統一促進黨
新竹縣-1,蘇雯英,健保免費連線
苗栗縣-1,陳超明,中國國民黨
苗栗縣-1,杜文卿,民主進步黨
苗栗縣-1,黃玉燕,無
苗栗縣-1,康世儒,民國黨
苗栗縣-1,林一方,自由台灣黨
苗栗縣-2,吳宜臻,民主進步黨
苗栗縣-2,徐志榮,中國國民黨
苗栗縣-2,周書涵,無
苗栗縣-2,劉文忠,自由台灣黨
苗栗縣-2,戴文祥,無
彰化縣-1,陳文彬,民主進步黨
彰化縣-1,王惠美,中國國民黨
彰化縣-2,劉泳君,無
彰化縣-2,黃秀芳,民主進步黨
彰化縣-2,許永金,無
彰化縣-2,林滄敏,中國國民黨
彰化縣-2,張耀元,民國黨
彰化縣-2,?國銘,勞工黨
彰化縣-2,黃玉芬,無
彰化縣-3,陳朝容,親民黨
彰化縣-3,洪宗熠,民主進步黨
彰化縣-3,鄭汝芬,中國國民黨
彰化縣-3,洪遊江,自由台灣黨
彰化縣-3,張益勝,時代力量
彰化縣-4,張錦昆,中國國民黨
彰化縣-4,陳素月,民主進步黨
南投縣-1,張國鑫,民主進步黨
南投縣-1,馬文君,中國國民黨
南投縣-2,蔡煌瑯,民主進步黨
南投縣-2,許淑華,中國國民黨
雲林縣-1,張鎔麒,中國國民黨
雲林縣-1,蘇治芬,民主進步黨
雲林縣-1,林富源,樹黨
雲林縣-2,吳威志,中國國民黨
雲林縣-2,劉建國,民主進步黨
雲林縣-2,王煒婷,時代力量
雲林縣-2,張佳偉,樹黨
嘉義縣-1,蔡易餘,民主進步黨
嘉義縣-1,林江釧,中國國民黨
嘉義縣-1,邱崑龍,無
嘉義縣-2,林于玲,中國國民黨
嘉義縣-2,陳明文,民主進步黨
嘉義縣-2,賴競民,大愛憲改聯盟
屏東縣-1,蘇震清,民主進步黨
屏東縣-1,廖婉汝,中國國民黨
屏東縣-2,鍾佳濱,民主進步黨
屏東縣-2,王進士,中國國民黨
屏東縣-3,莊瑞雄,民主進步黨
屏東縣-3,張兆陽,中華統一促進黨
屏東縣-3,許謹如,中國國民黨
屏東縣-3,丁勇智,自由台灣黨
屏東縣-3,黃昭展,無
宜蘭縣-1,邱錫奎,無
宜蘭縣-1,陳歐珀,民主進步黨
宜蘭縣-1,李志鏞,中國國民黨
宜蘭縣-1,吳紹文,綠黨社會民主黨聯盟
宜蘭縣-1,,無
宜蘭縣-1,郭儒釗,軍公教聯盟黨
宜蘭縣-1,林獻山,泛盟黨
宜蘭縣-1,吳子維,大愛憲改聯盟
花蓮縣-1,王廷升,中國國民黨
花蓮縣-1,蕭美琴,民主進步黨
花蓮縣-1,?師鵬,無
花蓮縣-1,楊悟空,泛盟黨
臺東縣-1,劉櫂豪,民主進步黨
臺東縣-1,陳建閣,中國國民黨
澎湖縣-1,楊曜,民主進步黨
澎湖縣-1,陳雙全,中國國民黨
澎湖縣-1,冼義哲,樹黨
澎湖縣-1,黃漢東,台灣工黨
金門縣-1,楊鎮浯,中國國民黨
金門縣-1,陳滄江,民主進步黨
金門縣-1,張中法,無
金門縣-1,洪志恒,無
金門縣-1,陳德輝,台灣工黨
金門縣-1,高丹樺,軍公教聯盟黨
金門縣-1,陳仲立,無
金門縣-1,吳成典,新黨
連江縣-1,陳雪生,中國國民黨
連江縣-1,蘇柏豪,樹黨
連江縣-1,張春寶,中華統一促進黨
連江縣-1,林金官,無
基隆市-1,蔡適應,民主進步黨
基隆市-1,郝龍斌,中國國民黨
基隆市-1,楊石城,民國黨
基隆市-1,劉文雄,親民黨
新竹市-1,歐崇敬,親民黨
新竹市-1,柯建銘,民主進步黨
新竹市-1,鄭正鈐,中國國民黨
新竹市-1,魏揚,軍公教聯盟黨
新竹市-1,邱顯智,時代力量
新竹市-1,林家宇,自由台灣黨
新竹市-1,曾耀澂,無
新竹市-1,黃源甫,無
新竹市-1,王榮德,無
新竹市-1,吳淑敏,無
嘉義市-1,翁壽良,無
嘉義市-1,吳育仁,中國國民黨
嘉義市-1,黃宏成台灣阿成世界偉人財神總統,無
嘉義市-1,李俊俋,民主進步黨
